Trienio,Semestre,Curso,Curso_Limpo,Campus,Turno,Min,Max,Media,N
2019-2021,1º,ARQUIVOLOGIA (BACHARELADO),ARQUIVOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-70.173,-5.298,-29.839,7
2019-2021,1º,ARTES CENICAS  INTERPRETACAO TEATRAL (BACHARELADO)*,ARTES CENICAS  INTERPRETACAO TEATRAL (BACHARELADO)*,DARCY RIBEIRO,DIURNO,22.845,22.845,22.845,1
2019-2021,1º,ARTES VISUAIS (BACHARELADO)*,ARTES VISUAIS (BACHARELADO)*,DARCY RIBEIRO,DIURNO,-68.761,10.926,-15.798,5
2019-2021,1º,BIBLIOTECONOMIA (BACHARELADO),BIBLIOTECONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-80.935,60.65,-21.481,11
2019-2021,1º,BIOTECNOLOGIA (BACHARELADO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,71.758,154.249,93.375,18
2019-2021,1º,CIENCIA DA COMPUTACAO (BACHARELADO),CIENCIA DA COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,91.104,192.188,122.248,16
2019-2021,1º,CIENCIA POLITICA (BACHARELADO),CIENCIA POLITICA (BACHARELADO),DARCY RIBEIRO,DIURNO,39.954,128.476,58.485,17
2019-2021,1º,CIENCIAS AMBIENTAIS (BACHARELADO),CIENCIAS AMBIENTAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.616,118.331,-13.805,7
2019-2021,1º,CIENCIAS BIOLOGICAS (BACHARELADO),CIENCIAS BIOLOGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,46.285,143.742,81.635,12
2019-2021,1º,CIENCIAS CONTABEIS (BACHARELADO),CIENCIAS CONTABEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-77.193,64.385,0.055,45
2019-2021,1º,CIENCIAS ECONOMICAS (BACHARELADO),CIENCIAS ECONOMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,70.694,175.077,101.586,22
2019-2021,1º,CIENCIAS NATURAIS (LICENCIATURA),CIENCIAS NATURAIS (LICENCIATURA),DARCY RIBEIRO,DIURNO,-76.854,-20.469,-53.997,9
2019-2021,1º,CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-15.478,94.463,26.154,30
2019-2021,1º,COMPUTACAO (LICENCIATURA),COMPUTACAO (LICENCIATURA),DARCY RIBEIRO,DIURNO,-61.279,34.167,-16.795,25
2019-2021,1º,COMUNICACAO ORGANIZACIONAL (BACHARELADO),COMUNICACAO ORGANIZACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-47.249,62.26,-2.848,20
2019-2021,1º,COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,52.904,116.156,69.906,6
2019-2021,1º,COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL  PUBLICIDADE E PROPAGANDA (BACHARELADO),DARCY RIBEIRO,DIURNO,77.921,129.694,95.275,4
2019-2021,1º,DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,78.53,98.283,88.703,5
2019-2021,1º,DIREITO (BACHARELADO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,74.255,155.752,108.034,32
2019-2021,1º,EDUCACAO FISICA (BACHARELADO),EDUCACAO FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.549,45.082,20.412,14
2019-2021,1º,EDUCACAO FISICA (LICENCIATURA),EDUCACAO FISICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-24.415,46.723,-7.349,15
2019-2021,1º,ENFERMAGEM (BACHARELADO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,22.267,104.45,49.64,28
2019-2021,1º,ENGENHARIA AMBIENTAL (BACHARELADO),ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-23.316,94.16,35.564,11
2019-2021,1º,ENGENHARIA CIVIL (BACHARELADO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,44.107,155.602,91.615,18
2019-2021,1º,ENGENHARIA DE COMPUTACAO (BACHARELADO),ENGENHARIA DE COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,114.818,163.169,132.306,18
2019-2021,1º,ENGENHARIA DE PRODUCAO (BACHARELADO),ENGENHARIA DE PRODUCAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-2.961,131.038,48.062,26
2019-2021,1º,ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.448,71.841,14.069,17
2019-2021,1º,ENGENHARIA ELETRICA (BACHARELADO),ENGENHARIA ELETRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,34.986,189.172,92.129,28
2019-2021,1º,ENGENHARIA FLORESTAL (BACHARELADO),ENGENHARIA FLORESTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-71.066,30.842,-14.315,12
2019-2021,1º,ENGENHARIA MECANICA (BACHARELADO),ENGENHARIA MECANICA (BACHARELADO),DARCY RIBEIRO,DIURNO,33.034,128.922,78.415,18
2019-2021,1º,ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,51.177,193.348,105.843,28
2019-2021,1º,ENGENHARIA QUIMICA (BACHARELADO),ENGENHARIA QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,31.477,168.79,74.877,23
2019-2021,1º,ESTATISTICA (BACHARELADO),ESTATISTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-27.848,121.268,39.862,25
2019-2021,1º,FARMACIA (BACHARELADO),FARMACIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-1.66,114.584,38.986,36
2019-2021,1º,FILOSOFIA (BACHARELADO/LICENCIATURA),FILOSOFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-69.896,33.582,-21.334,13
2019-2021,1º,FILOSOFIA (LICENCIATURA),FILOSOFIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-52.983,-14.057,-35.553,3
2019-2021,1º,FISICA (BACHARELADO),FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,24.711,138.765,77.499,19
2019-2021,1º,FISIOTERAPIA (BACHARELADO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,DIURNO,19.214,121.109,53.567,17
2019-2021,1º,FONOAUDIOLOGIA (BACHARELADO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-17.182,11.358,-3.741,7
2019-2021,1º,GEOFISICA (BACHARELADO),GEOFISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.237,8.279,-19.831,4
2019-2021,1º,GEOGRAFIA (BACHARELADO/LICENCIATURA),GEOGRAFIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-56.719,44.499,-13.653,18
2019-2021,1º,GEOLOGIA (BACHARELADO),GEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-68.729,68.345,13.995,10
2019-2021,1º,GESTAO DE AGRONEGOCIO (BACHARELADO),GESTAO DE AGRONEGOCIO (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.028,11.189,-33.76,7
2019-2021,1º,GESTAO DE POLITICAS PUBLICAS (BACHARELADO),GESTAO DE POLITICAS PUBLICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,-88.856,51.644,-33.695,17
2019-2021,1º,HISTORIA (BACHARELADO/LICENCIATURA),HISTORIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,31.443,105.499,58.601,14
2019-2021,1º,HISTORIA (LICENCIATURA),HISTORIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-44.375,24.313,-19.598,9
2019-2021,1º,JORNALISMO (BACHARELADO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,79.756,117.234,96.133,4
2019-2021,1º,LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),LETRAS  PORTUGUES DO BRASIL COMO SEGUNDA LINGUA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-59.81,45.035,-4.199,11
2019-2021,1º,LETRAS  TRADUCAO  FRANCES (BACHARELADO),LETRAS  TRADUCAO  FRANCES (BACHARELADO),DARCY RIBEIRO,DIURNO,-28.614,14.02,-7.297,2
2019-2021,1º,LETRAS  TRADUCAO  INGLES (BACHARELADO),LETRAS  TRADUCAO  INGLES (BACHARELADO),DARCY RIBEIRO,DIURNO,14.876,72.134,30.492,4
2019-2021,1º,LETRAS  TRADUCAO ESPANHOL (BACHARELADO),LETRAS  TRADUCAO ESPANHOL (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.585,-33.753,-46.669,2
2019-2021,1º,LICENCIATURA EM CIENCIAS BIOLOGICAS,LICENCIATURA EM CIENCIAS BIOLOGICAS,DARCY RIBEIRO,DIURNO,-6.634,116.233,22.541,13
2019-2021,1º,LICENCIATURA EM FISICA,LICENCIATURA EM FISICA,DARCY RIBEIRO,DIURNO,-68.138,94.263,22.158,4
2019-2021,1º,LICENCIATURA EM MATEMATICA,LICENCIATURA EM MATEMATICA,DARCY RIBEIRO,DIURNO,-49.204,9.671,-19.356,6
2019-2021,1º,LICENCIATURA EM QUIMICA,LICENCIATURA EM QUIMICA,DARCY RIBEIRO,DIURNO,-32.77,-32.77,-32.77,1
2019-2021,1º,LINGUA E LITERATURA JAPONESA (LICENCIATURA),LINGUA E LITERATURA JAPONESA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-62.925,18.808,-28.978,5
2019-2021,1º,LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),LINGUA ESPANHOLA E LITERATURA ESPANHOLA E HISPANO-AMERICANA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-98.76,13.701,-38.876,5
2019-2021,1º,LINGUA ESTRANGEIRA APLICADA  MULTILINGUISMO E SOCIEDADE DA INFORMACAO (BACHARELADO),LINGUA ESTRANGEIRA APLICADA  MULTILINGUISMO E SOCIEDADE DA INFORMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-59.797,50.274,0.933,10
2019-2021,1º,LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA FRANCESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-44.511,28.361,-14.339,4
2019-2021,1º,LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,21.884,50.645,36.564,6
2019-2021,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9.343,52.962,31.069,10
2019-2021,1º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-70.531,78.089,-18.923,7
2019-2021,1º,MATEMATICA (BACHARELADO/LICENCIATURA),MATEMATICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,11.514,91.155,33.786,12
2019-2021,1º,MEDICINA (BACHARELADO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,163.498,206.948,178.248,15
2019-2021,1º,MEDICINA VETERINARIA (BACHARELADO),MEDICINA VETERINARIA (BACHARELADO),DARCY RIBEIRO,DIURNO,61.72,179.56,95.45,17
2019-2021,1º,MUSEOLOGIA (BACHARELADO),MUSEOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-69.548,21.708,-17.668,7
2019-2021,1º,MUSICA (LICENCIATURA)*,MUSICA (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-52.883,59.144,1.939,5
2019-2021,1º,NUTRICAO (BACHARELADO),NUTRICAO (BACHARELADO),DARCY RIBEIRO,DIURNO,44.802,93.954,64.967,13
2019-2021,1º,ODONTOLOGIA (BACHARELADO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,81.322,129.578,93.163,8
2019-2021,1º,PEDAGOGIA (LICENCIATURA),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-67.452,44.375,-22.942,32
2019-2021,1º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),DARCY RIBEIRO,DIURNO,99.039,137.756,115.36,16
2019-2021,1º,QUIMICA (BACHARELADO),QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,6.54,89.253,34.299,12
2019-2021,1º,QUIMICA TECNOLOGICA (BACHARELADO),QUIMICA TECNOLOGICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-21.218,65.907,14.426,5
2019-2021,1º,RELACOES INTERNACIONAIS (BACHARELADO),RELACOES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,91.105,152.744,109.968,15
2019-2021,1º,SAUDE COLETIVA (BACHARELADO),SAUDE COLETIVA (BACHARELADO),DARCY RIBEIRO,DIURNO,-67.997,-30.724,-52.275,9
2019-2021,1º,SERVICO SOCIAL (BACHARELADO),SERVICO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-76.148,58.117,-5.959,28
2019-2021,1º,TERAPIA OCUPACIONAL (BACHARELADO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-25.732,19.322,-6.615,12
2019-2021,1º,TURISMO (BACHARELADO),TURISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-89.917,12.676,-48.933,12
2019-2021,2º,(BACHARELADOS)**,(BACHARELADOS)**,DARCY RIBEIRO,DIURNO,-92.457,25.875,-20.662,185
2019-2021,2º,ADMINISTRACAO (BACHARELADO),ADMINISTRACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-88.52,29.64,-28.217,58
2019-2021,2º,AGRONOMIA (BACHARELADO),AGRONOMIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-90.111,-33.883,-53.952,25
2019-2021,2º,ARQUITETURA E URBANISMO (BACHARELADO),ARQUITETURA E URBANISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,-15.67,59.272,28.286,33
2019-2021,2º,ARTES VISUAIS (LICENCIATURA)*,ARTES VISUAIS (LICENCIATURA)*,DARCY RIBEIRO,DIURNO,-64.241,20.443,-20.26,3
2019-2021,2º,BIOTECNOLOGIA (BACHARELADO),BIOTECNOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,2.559,67.379,35.979,24
2019-2021,2º,CANDIDATOS SELECIONADOS DENTRO DO QUANTITATIVO DE VAGAS PARA O SEGUNDO SEMESTRE,CANDIDATOS SELECIONADOS DENTRO DO QUANTITATIVO DE VAGAS PARA O SEGUNDO SEMESTRE,DARCY RIBEIRO,DIURNO,-73.797,82.925,-21.432,11
2019-2021,2º,CIENCIA DA COMPUTACAO (BACHARELADO),CIENCIA DA COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,75.568,89.283,82.211,10
2019-2021,2º,CIENCIA POLITICA (BACHARELADO),CIENCIA POLITICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-32.474,39.561,4.153,33
2019-2021,2º,CIENCIAS BIOLOGICAS (BACHARELADO),CIENCIAS BIOLOGICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,17.651,46.066,29.302,16
2019-2021,2º,CIENCIAS CONTABEIS (BACHARELADO),CIENCIAS CONTABEIS (BACHARELADO),DARCY RIBEIRO,DIURNO,-89.295,-18.772,-61.382,18
2019-2021,2º,CIENCIAS ECONOMICAS (BACHARELADO),CIENCIAS ECONOMICAS (BACHARELADO),DARCY RIBEIRO,DIURNO,43.577,70.119,56.165,20
2019-2021,2º,CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),CIENCIAS SOCIAIS  ANTROPOLOGIA / SOCIOLOGIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-57.74,-16.11,-33.871,13
2019-2021,2º,COMPUTACAO (LICENCIATURA),COMPUTACAO (LICENCIATURA),DARCY RIBEIRO,DIURNO,-89.048,-61.453,-70.79,4
2019-2021,2º,COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),COMUNICACAO SOCIAL  AUDIOVISUAL (BACHARELADO),DARCY RIBEIRO,DIURNO,29.695,49.171,38.033,12
2019-2021,2º,COMUNICACAO SOCIAL - PUBLICIDADE E PROPAGANDA (BACHARELADO),COMUNICACAO SOCIAL,DARCY RIBEIRO,DIURNO,58.085,75.121,66.014,6
2019-2021,2º,DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DESIGN  PROGRAMACAO VISUAL/PROJETO DO PRODUTO (BACHARELADO),DARCY RIBEIRO,DIURNO,66.092,70.4,68.252,5
2019-2021,2º,DIREITO (BACHARELADO),DIREITO (BACHARELADO),DARCY RIBEIRO,DIURNO,53.252,107.108,84.219,35
2019-2021,2º,EDUCACAO FISICA (BACHARELADO),EDUCACAO FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-14.414,5.652,-3.275,14
2019-2021,2º,EDUCACAO FISICA (LICENCIATURA),EDUCACAO FISICA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-56.636,-24.772,-39.827,15
2019-2021,2º,ENFERMAGEM (BACHARELADO),ENFERMAGEM (BACHARELADO),DARCY RIBEIRO,DIURNO,3.224,36.48,16.943,25
2019-2021,2º,ENGENHARIA AMBIENTAL (BACHARELADO),ENGENHARIA AMBIENTAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-57.691,-25.512,-35.957,6
2019-2021,2º,ENGENHARIA CIVIL (BACHARELADO),ENGENHARIA CIVIL (BACHARELADO),DARCY RIBEIRO,DIURNO,-20.311,34.736,10.291,26
2019-2021,2º,ENGENHARIA DE COMPUTACAO (BACHARELADO),ENGENHARIA DE COMPUTACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,84.463,113.034,96.499,16
2019-2021,2º,ENGENHARIA DE PRODUCAO (BACHARELADO),ENGENHARIA DE PRODUCAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-55.187,-27.815,-42.356,3
2019-2021,2º,ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),ENGENHARIA DE REDES DE COMUNICACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.427,-23.349,-41.235,8
2019-2021,2º,ENGENHARIA ELETRICA (BACHARELADO),ENGENHARIA ELETRICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.149,26.072,-6.688,18
2019-2021,2º,ENGENHARIA MECANICA (BACHARELADO),ENGENHARIA MECANICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-63.304,25.964,-12.98,13
2019-2021,2º,ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),ENGENHARIA MECATRONICA  CONTROLE E AUTOMACAO (BACHARELADO),DARCY RIBEIRO,DIURNO,-67.181,49.009,0.197,28
2019-2021,2º,ENGENHARIA QUIMICA (BACHARELADO),ENGENHARIA QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-73.743,31.386,-10.817,10
2019-2021,2º,ESTATISTICA (BACHARELADO),ESTATISTICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-61.15,-46.255,-53.702,2
2019-2021,2º,FARMACIA (BACHARELADO),FARMACIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-93.049,12.005,-35.096,54
2019-2021,2º,FISICA (BACHARELADO),FISICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-43.983,-0.867,-21.764,3
2019-2021,2º,FISIOTERAPIA (BACHARELADO),FISIOTERAPIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-0.2,18.337,6.389,14
2019-2021,2º,FONOAUDIOLOGIA (BACHARELADO),FONOAUDIOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,-65.723,-30.463,-50.932,15
2019-2021,2º,HISTORIA (BACHARELADO/LICENCIATURA),HISTORIA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,9.633,28.453,18.886,13
2019-2021,2º,HISTORIA (LICENCIATURA),HISTORIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-75.652,-46.01,-60.507,7
2019-2021,2º,JORNALISMO (BACHARELADO),JORNALISMO (BACHARELADO),DARCY RIBEIRO,DIURNO,74.586,79.048,77.698,4
2019-2021,2º,LETRAS  TRADUCAO  INGLES (BACHARELADO),LETRAS  TRADUCAO  INGLES (BACHARELADO),DARCY RIBEIRO,DIURNO,-48.189,11.813,-18.169,13
2019-2021,2º,LICENCIATURA EM CIENCIAS BIOLOGICAS,LICENCIATURA EM CIENCIAS BIOLOGICAS,DARCY RIBEIRO,DIURNO,-47.004,-25.296,-35.913,7
2019-2021,2º,LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA INGLESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,3.128,18.335,10.732,2
2019-2021,2º,LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),LINGUA PORTUGUESA E RESPECTIVA LITERATURA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-69.204,9.177,-25.944,21
2019-2021,2º,MATEMATICA (BACHARELADO/LICENCIATURA),MATEMATICA (BACHARELADO/LICENCIATURA),DARCY RIBEIRO,DIURNO,-80.631,9.928,-25.074,13
2019-2021,2º,MEDICINA (BACHARELADO),MEDICINA (BACHARELADO),DARCY RIBEIRO,DIURNO,152.225,163.375,157.561,12
2019-2021,2º,MEDICINA VETERINARIA (BACHARELADO),MEDICINA VETERINARIA (BACHARELADO),DARCY RIBEIRO,DIURNO,48.35,61.107,52.941,12
2019-2021,2º,NUTRICAO (BACHARELADO),NUTRICAO (BACHARELADO),DARCY RIBEIRO,DIURNO,26.028,41.786,33.292,7
2019-2021,2º,ODONTOLOGIA (BACHARELADO),ODONTOLOGIA (BACHARELADO),DARCY RIBEIRO,DIURNO,63.752,79.572,66.881,7
2019-2021,2º,PEDAGOGIA (LICENCIATURA),PEDAGOGIA (LICENCIATURA),DARCY RIBEIRO,DIURNO,-52.657,-23.176,-38.854,20
2019-2021,2º,PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),PSICOLOGIA (BACHARELADO / LICENCIATURA / PSICOLOGO),DARCY RIBEIRO,DIURNO,76.485,97.329,84.298,15
2019-2021,2º,QUIMICA (BACHARELADO),QUIMICA (BACHARELADO),DARCY RIBEIRO,DIURNO,-84.83,-6.177,-31.328,8
2019-2021,2º,RELACOES INTERNACIONAIS (BACHARELADO),RELACOES INTERNACIONAIS (BACHARELADO),DARCY RIBEIRO,DIURNO,73.353,89.935,81.405,14
2019-2021,2º,SERVICO SOCIAL (BACHARELADO),SERVICO SOCIAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-90.673,-41.567,-54.161,6
2019-2021,2º,TERAPIA OCUPACIONAL (BACHARELADO),TERAPIA OCUPACIONAL (BACHARELADO),DARCY RIBEIRO,DIURNO,-88.997,-34.693,-59.209,13
